,No,Place,Title,Type,Price,Programme,Advert,Review,Notes,DateTime
2928,2929,P,PANTHEON 86-87 [11TH],CS,3s 6d,DIR BARTHELEMON <DIR ORCH>; V BOYCE-w2 BILLINGTON CHAPMAN SALMON LINTON-1.  1: STAMITZ OV; SG ARROWSMITH; CNGR [?]; SG BARTHELEMON~m; MORNINGTON GL 'HOW_IN_COOL'; ARNE-ta CT 'WHICH_IS'; ABEL FP.  2: HAYDN OV; SG ARROWSMITH; arne-ta OV from arne-ta o ^the_death_of_ABEL^ <ORATORIO>; SG BARTHELEMON~m; FODOR CN VN BARTHELEMON (WITH RONDO ON 'MALBROOK'); BILLINGTON GL (SCOTCH SG); BATES-w CT 'THE_COMICAL'; BACH FP.,MC,,[Date because of] anniversary of martyrdom of Charles I.,1787-01-29 21:00:00
2929,2930,HSQ,RAIMONDI 87,CB,10s 6d,1: RAIMONDI OV (NEW); SG RUBINELLI; RAIMONDI DT VN VC RAIMONDI CERVETTO-j; SG MARA~; RAIMONDI SYM 'TELEMACHUS'.  2: RAIMONDI CN VN RAIMONDI; SN PF CRAMER-jb; DT 2v RUBINELLI MARA~; RAIMONDI QT FL VN VA VC FLORIO CRAMER-w RAIMONDI CERVETTO-j (NEW); RAIMONDI SYM 'BATTLE'. [later omitted: PATRIA PIELTAIN.],MC; MC 13 Jan,WO 1 Feb (news item),With explanations of 'Telemachus' and 'Battle'.,1787-01-31 20:00:00
2930,2931,P,LACY R&M 87,RM,5s,handel o ^ALEXANDER'S_FEAST^ <ORATORIO>. DIR BILLINGTON <DIR ORCH>; V PAGE SALE BOYS_OF_STP GEORGE~ LEARY~ MAHON~2.,MC 26 Jan,,Readings (by Lacy and Trew) and Musick [cf 26 Jan].,1787-02-01 19:00:00
2931,2932,HSQ,PROFESSIONAL 87 1ST,CS,[? For twelve: 5gn] Transf,LEAD CRAMER-w.  1: ROSETTI OV (NEW); BACH QT PF VN VA VC DANCE CRAMER-w BLAKE CERVETTO-j; SG RUBINELLI; SL VC CERVETTO-j; SG DAVIES~C <CECILIA_DAVIES>; HAYDN SYM.  2: CN VN CRAMER-w; SG RUBINELLI; CN OB PARKE; SG DAVIES~C; ABEL SYM.,GZ; MC; MH; PA; WO; DUR 3 Feb,WO 6 Feb; DUR 7 Feb; GZ 7 Feb. cf Parke-Memoirs i.90 [conflates],[McVeigh-Professional 57 (with list of orchestra).] [Twelve tickets; one for each night.],1787-02-05 20:00:00
2932,2933,HSQ,MARA~ 87 1ST,CS,For six: 3gn transf,LEAD SALOMON.  1: HAYDN SYM; SG HARRISON; CN vn SALOMON; SG MARA~; SN pf CLEMENTI; GIORDANI-g SG STUART~ 'PARTIRO_DEL_CARO' <GIARDINELLO> (HER FIRST APPEARANCE).  2: CLEMENTI SYM; CN fl GRAEFF; SG HARRISON; CN vc MARA; SG MARA~; FP. PICCINNI SG MARA~.,GZ; MC; PA; WO; DUR 7 Feb; MH 5 Feb,MC 9 Feb; WO 9 Feb; PA 10 Feb; GZ 12 Feb. Parke-Memoirs i.91,[McVeigh-Professional 62.] From 25 Jan; 1 Feb (PA 9 Jan; 23 Jan; 1 Feb etc).,1787-02-08 20:00:00
2933,2934,FMH,LACY R&M 87,RM,5s; 3s; 2s,garrick's ODE_TO_SHAKESPEARE (ARNE-ta o ^ODE_TO_SHAKESPEARE^) [items listed]: V MAHON~2 PAGE SALE HOBLER BOYS_OF_STP GEORGE~ LEARY~. [also:] HAYDN OV TO BILLINGTON o ^ELOISA_to_abelard^; HANDEL CNGR <GRAND CN>; billington SG GEORGE~ 'MARIA'S_EVENING_SERVICE' + CL MAHON; GL 4V GEORGE~ SALE GUICHARD HOBLER; HOOK SG LEARY~ 'THE_NIGHTINGALE' + PF BILLINGTON; SG MAHON~2; sg LEARY~ <CANTATA> (HUNTING); SG GEORGE~; SG MAHON~2 + CL MAHON; ARNOLD SG GEORGE~ 'JE_NE_SCAIQUOI'. FINALE: HAYDN OV (GRAND).,MC,,Readings and Musick [cf 26 Jan].,
2934,2935,HSQ ,PROFESSIONAL 87 2ND,CS,,1: PICHL OV; PLEYEL QT VN VN VA VC CRAMER-w BORGHI BLAKE CERVETTO-j; SG DAVIES~C <CECILIA>; CN BN PARKINSON; SG RUBINELLI; ABEL CNTE OB VN VC PARKE CRAMER-w CERVETTO-j.  2: ROSETTI OV (NEW GRAND); SG RUBINELLI; BACH DIV OB OB BN HN HN VN VN VA VA VC PARKE PARKE-wt PARKINSON OKELL PIELTAIN-pj CRAMER-w BORGHI BLAKE HACKWOOD CERVETTO-j; SG DAVIES~C; HAYDN SYM 'LA_CHASSE'.,GZ; MC; MH; DUR 10 Feb; WO 10 Feb,,[McVeigh-Professional 58.] [Review in Parke-Memoirs i.90 is misdated (cf 5th).],1787-02-12 20:00:00
2935,2936,P,PANTHEON 86-87 [12TH],CS,3s 6d,DIR BARTHELEMON <DIR ORCH>; V BOYCE-w2 BILLINGTON CHAPMAN SALMON LINTON-1.  1: RICHTER OV; SG ARROWSMITH; CNGR; SG BARTHELEMON~m; ARNE-ta GL 'SWEET_NURSE'; PURCELL CT 'SOLDIER_SOLDIER'; ABEL OV.  2: HAYDN OV; SG ARROWSMITH; DT HN HN LEANDER-lh LEANDER-vt; CN VN BARTHELEMON; SG BARTHELEMON~m; COOKE GL 'HARK_THE'; BATES-w CT 'THE_COMICAL'; BACH FP.,MC; MC 12 Feb,,,1787-02-13 21:00:00
2936,2937,HSQ ,MARA~ 87 2ND,CS,,1: HAYDN SYM; SG BALELLI; PLEYEL QT; SG HARRISON; CN ob PATRIA; SG MARA~.  2: CN vn SALOMON; SG MARA~; SN pf CLEMENTI (NEW); PAISIELLO tr 3v MARA~ HARRISON BALELLI <TERZ> from PAISIELLO o ^DEMETRIO^; FP.,GZ; MH; PA; WO,,[McVeigh-Professional 62.],1787-02-15 20:00:00
2937,2938,FMH,WEBBE 87,CB,10s 6d (admits 2 to gallery),1: HAYDN SYM; SG WEBBE; GL 3V; CNte HN HN LEANDER-lh LEANDER-vt <DOUBLE_CN>; SG HARWOOD~; DT PF VN WEBBE-s2 PIELTAIN-dp; gl 'ODE_TO_BEAUTY' (4V AND CHORUS).  2: CN VN PIELTAIN-dp; GL 5V; CN FL GRAEFF; SG HARRISON; gl 'TO_THE_OLD' (3V AND CHORUS).,MC,,,1787-02-16 19:30:00
2938,2939,HSQ ,PROFESSIONAL 87 3RD,CS,,1: HAYDN OV; BAUMGARTEN-kf QNT OB VN VN VA VC PARKE CRAMER-w BORGHI BLAKE CERVETTO-j; SG BILLINGTON~; CN OB PARKE; SG RUBINELLI; BACH CNTE OB VN VA VC PARKE CRAMER-w BLAKE CERVETTO-j.  2: BACH OV 2ORCH (NEW GRAND MS); SG RUBINELLI; CN VN PIELTAIN-dp; SG BILLINGTON~; ABEL SYM.,GZ; MC; MH,GZ 21 Feb,[McVeigh-Professional 58.],1787-02-19 20:00:00
2939,2940,P,PANTHEON 86-87 [13TH],CS,3s 6d,DIR BARTHELEMON <DIR ORCH>; V BOYCE-w2 BILLINGTON CHAPMAN SALMON LINTON-1.  1: RICCI OV <PASQUALI_RICCI>; SG ARROWSMITH; samMARTINI CNGR; BREWER GL 'TURN_AMARILLIS'; WEBBE CT 'TO_THEE'; STAMITZ SYM.  2: TOESCHI OV; SG ARROWSMITH; SG BARTHELEMON~m; PAXTON GL 'ANSWER_TO_TURN_AMARILLIS'; CT 'MR_SPEAKER'; ABEL FP.,MC; MC 19 Feb,,,1787-02-20 21:00:00
2940,2941,HSQ ,MARA~ 87 3RD,CS,*,1: MOZART OV; SG BALELLI; PLEYEL QNT; SG MARA~; CN CL MAHON.  2: CLEMENTI SYM / CLEMENTI OV (NEW); SG STUART~ 'VUOI_SAPER'; CN VC MARA; SG MARA~; HAYDN SYM. PAISIELLO SG MARA~; SACCHINI SG MARA~.,MH; PA,MC 23 Feb; GZ 24 Feb,[McVeigh-Professional 63.] * [Subscription now reduced.],1787-02-22 20:00:00
2941,2942,DL,DL ORATORIO 87 [1ST],OS,B 10s 6d; P 5s; FG 3s 6d; SG 2s,(FROM HANDEL) o ^REDEMPTION^ <SACRED ORATORIO>. DIR LINLEY-t1 ARNOLD MARA~; LEAD SHAW; V REINHOLD DIGNUM GEORGE~ CROUCH~ MARA~.,MC; MC 5 Feb,MC 26 Feb (news) [reviews of this series in many newspapers],[LS (some items listed).],
2942,2943,TST,TST ORATORIO 87 [1ST],OS,3gn; not transf,handel o ^ATHALIA^. COND KNYVETT; V BILLINGTON~ [INDISPOSED: WARTON~] MAHON~3 HARWOOD~ HARRISON PARRY-2; VC CERVETTO-j.,MC 10 Jan; MC 16 Feb,MC 26 Feb [reviews of this series in many newspapers],Direction as at the Concert of Ancient Music.,
2943,2944,HSQ ,PROFESSIONAL 87 4TH,CS,,1: ABEL OV; BACH QNT FL OB VN VA VC FLORIO PARKE CRAMER-w BLAKE CERVETTO-j; SG DAVIES~C <CECILIA>; CN HN PIELTAIN-pj; SG RUBINELLI; HAYDN SYM / HAYDN OV.  2: BACH CNTE PF OB VN VC CRAMER-jb PARKE CRAMER-w CERVETTO-j [adverts also: FL FLORIO]; SG RUBINELLI; CN VN CRAMER-w; SG DAVIES~C; BACH SYM 2ORCH (MS *). BERTONI SG DAVIES~C; ANDREOZZI SG DAVIES~C; PAISIELLO SG RUBINELLI; SARTI SG RUBINELLI.,GZ; MC; MH,WO 27 Feb; GZ 28 Feb,[McVeigh-Professional 58.] * MS owned by Napier.,1787-02-26 20:00:00
2944,2945,P,PANTHEON 86-87 [14TH],CS,3s 6d,DIR BARTHELEMON <DIR ORCH>; V BOYCE-w2 BILLINGTON CHAPMAN SALMON LINTON-1.  1: BARTHELEMON OV; SG ARROWSMITH; CNte HN HN LEANDER-lh LEANDER-vt; SG BARTHELEMON~m; WEBBE GL 'GENEROUS_FRIENDSHIP'; BATES-w CT 'THE_COMICAL'; VANHAL SYM.  2: HAYDN OV; SG ARROWSMITH; CN VN BARTHELEMON; COOKE GL 'HARK_THE'; HERSCHEL CT 'THE_ECHO'; STAMITZ FP.,MC; MC 26 Feb,,Last concert.,1787-02-27 21:00:00
2945,2946,DL,DL ORATORIO 87 [2ND],OS,B 10s 6d; P 5s; FG 3s 6d; SG 2s,(FROM HANDEL) o ^REDEMPTION^ <SACRED ORATORIO>. LEAD SHAW; V REINHOLD DIGNUM CROUCH~ GEORGE~ MARA~.,MC,,[LS.],
2946,2947,FMH,LACY R&M 87,RM,5s; 3s; 2s,[includes:] SG PAGE; SG MAHON~S <S> [later omitted: + CL MAHON]; BILLINGTON SG PAGE 'THE_WANDERING' [earlier: SHIELD SG]; HANDEL SG MAHON~S <S> 'LET_ME'; GL 'THE_YELLOW'; DT PF OB BILLINGTON HUTTLEY; SL CL MAHON-W <W>; BILLINGTON SG PAGE; HANDEL SG MAHON~S <S> 'O_HAD_I'; BILLINGTON GL MAHON~2 HUTTLEY PAGE.,MC 27 Feb; WO,,Readings and Musick [cf 26 Jan]. [Some information on texts.] MAHON~S: from Salisbury; first appearance this season.,1787-02-28 19:00:00
2947,2948,C&A,SARJANT 87,CB,5s,V BANNISTER EDWIN JOHNSTONE LEARY~ WILKINSON~. CN OB PARKE-Wt <W>; CN BN PARKINSON; SN PF CRAMER-jb; CN TPT SARJANT; CN VN HINDMARSH. END PART1: CT 'OLD_THOMAS' (FAV).,WO,,And ball.,1787-02-28 19:00:00
2948,2949,DL,DL ORATORIO 87 [3RD],OS,B 10s 6d; P 5s; FG 3s 6d; SG 2s,(FROM HANDEL) o ^REDEMPTION^ <SACRED ORATORIO>. LEAD SHAW; V REINHOLD DIGNUM CROUCH~ GEORGE~ MARA~.,MC,,[LS.],
2949,2950,TST,TST ORATORIO 87 [2ND],OS,,handel o ^JUDAS_MACCABAEUS^. V BILLINGTON~ WARTON~ MAHON~3 HARWOOD~ HARRISON PARRY-2; VC PAXTON.,MC 16 Feb,MC 6 Mar,,
2950,2951,HSQ,PROFESSIONAL 87 5TH,CS,,1: PFEIFFER OV; PLEYEL QT VN VN VA VC CRAMER-w BORGHI BLAKE CERVETTO-j; SG RUBINELLI; CN OB PARKE-Wt <W_PARKE> *; SG BILLINGTON~; PFEIFFER CNTE PF HN VN VA PFEIFFER FRANZOLIN CRAMER-w BLAKE (PFEIFFER AND FRANZOLIN: FIRST PUBLIC PERFORMANCE IN THIS KINGDOM).  2: ROSETTI SYM (NEW); SG BILLINGTON~; SL VDAG ABEL; SG RUBINELLI; BACH SYM 2ORCH.,GZ; MC,GZ 7 Mar; Parke-Memoirs i.90 [misdated],[McVeigh-Professional 59.] * His first [solo] appearance in this orchestra.,1787-03-05 20:00:00
2951,2952,H,LACY-MAHON R&M 87,RM,5s,DIR ORCH AND LEAD MAHON; V MAHON~S MAHON~M <S M>; VN 2 MAHON-W <WILLIAM_MAHON>; VC REINAGLE-j; OB HUTTLEY; BN PARKINSON. [includes:] HANDEL OV from HANDEL o ^RODELINDA^; SARTI SG MAHON~S 'UNE_AMANTE' <S_MAHON>; SG MAHON~[M] 'A_LASS' (SCOTCH); CN CL MAHON; GL 3V MAHON~[M] MAHON~[S] HUTTLEY (FAV); SACCHINI SG MAHON~S <S> 'SO_CHE'; CN bn PARKINSON; ARNE-ta SG MAHON~[M] 'THE_SOLDIER'; DAVAUX CNTE VN VN VA MAHON MAHON-w REINAGLE-j.,MC,,Readings and music: [tickets from Lacy and Mahon]. Complete band; ancient and modern music.,1787-03-06 20:00:00
2952,2953,DL,DL ORATORIO 87 [4TH],OS,B 10s 6d; P 5s; FG 3s 6d; SG 2s,HANDEL o ^ACIS_AND_GALATEA^ <SERENATA>. LEAD SHAW; V REINHOLD DIGNUM CROUCH~ GEORGE~ MARA~. [part3:] SYM (NEW); QT 4v GEORGE~ CROUCH~ DIGNUM REINHOLD 'WHERE_THE_BEE'; SG MARA~; CN VN SHAW; SG MARA~; handel o ^CORONATION_ANTHEM^ ^MY_HEART_IS_INDITING^.,MC,,[LS (with some details).],
2953,2954,DL,DL ORATORIO 87 [5TH],OS,B 10s 6d; P 5s; FG 3s 6d; SG 2s,[advertised as follows; but MARA~ INDISPOSED.] HANDEL o ^ACIS_AND_GALATEA^ <SERENATA>. LEAD SHAW; V REINHOLD DIGNUM CROUCH~ GEORGE~ MARA~. [part3:] SYM (NEW); QT 4v GEORGE~ CROUCH~ DIGNUM REINHOLD 'WHERE_THE_BEE'; SG MARA~; CN OB PARKE-Wt <W_PARKE>; SG MARA~; handel o ^CORONATION_ANTHEM^ ^MY_HEART_IS_INDITING^.,MC,MC 10 Mar,[LS (with some details).],
2954,2955,TST,TST ORATORIO 87 [3RD],OS,,handel o ^DEBORAH^. V BILLINGTON~ WARTON~ MAHON~3 HARWOOD~ HARRISON PARRY-2.,MC 16 Feb,MC 12 Mar,,
2955,2956,HSQ ,PROFESSIONAL 87 6TH,CS,,1: HAYDN OV / HAYDN SYM; STAMITZ QT FL VN VA VC DECAMP CRAMER-w BLAKE CERVETTO-j; SG RUBINELLI; CN BN PARKINSON; SG BILLINGTON~; ROSETTI SYM.  2: ABEL CNTE OB VN VC PARKE CRAMER-w CERVETTO-j; SG DAVIES~C <CECILIA>; BORGHI DT VN VC CRAMER-w CERVETTO-j; DT 2v RUBINELLI BILLINGTON~; BACH SYM.,GZ; MC; MH 10 Mar,GZ 14 Mar,[McVeigh-Professional 59.],1787-03-12 20:00:00
2956,2957,DL,DL ORATORIO 87 [6TH],OS,B 10s 6d; P 5s; FG 3s 6d; SG 2s,HANDEL o ^MESSIAH^ <SACRED ORATORIO>. [lead shaw; v reinhold dignum crouch~ george~ mara~.],MC,MC 15 Mar,[LS.],
2957,2958,HSQ,ABRAMS~ 87,CB,10s 6d,[later omitted: I PAXTON.]  1: PLEYEL OV (NEW); MORTELLARI-m SG ABRAMS~T <T>; CN PF CRAMER-jb; SACCHINI SG ABRAMS~; CN VN SALOMON.  2: MOZART OV; SG HARRISON; CN FL GRAEFF; ALESSANDRI DT 2v ABRAMS~ ABRAMS~t; CN OB PARKE; QT 4v HARRISON WEBBE ABRAMS~ ABRAMS~t; HAYDN SYM.,WO; WO 5 Mar,WO 17 Mar (thanks),,1787-03-15 20:00:00
2958,2959,DL,DL ORATORIO 87 [7TH],OS,B 10s 6d; P 5s; FG 3s 6d; SG 2s,HANDEL o ^MESSIAH^ <SACRED ORATORIO>. LEAD SHAW; V REINHOLD DIGNUM CROUCH~ GEORGE~ MARA~.,MC,,[LS.],
2959,2960,TST,TST ORATORIO 87 [4TH],OS,,handel o ^L'ALLEGRO^ [PARTS1-2]; handel ^ode_for_st_cecilia's_day^ <DRYDEN_ODE>. V BILLINGTON~ [INDISPOSED: WARTON~ MAHON~3] HARWOOD~ HARRISON PARRY-2; VC CERVETTO-j. HANDEL CNGR <GRAND_CN> 1ST.,MC 16 Feb,MC 20 Mar,,
2960,2961,FMH,LACY-MAHON R&M 87,RM,5s; 3s; 2s,DIR MAHON <DIR ORCH>. [includes:] HANDEL CNgr; SG MAHON~S 'ON_THE_SEAS' <S_MAHON>; SN HP PUGH <PEDAL_HP>; RELFE SG MAHON~[M] 'MARY'S_DREAM'; CN ?cl MAHON. SARTI SG MAHON~S <S> 'IDOL_MIO'; CN BN PARKINSON; BERTONI SG MAHON~[M] 'NON_TIMEO'; HAYDN OV.  [earlier programme:] DIR MAHON <DIR ORCH>. [includes:] HANDEL CNGR <GRAND CN>; SG MAHON~S <S_MAHON>; SN HP PUGH <PEDAL_HP>; SG MAHON~[M]; CN ?cl MAHON; DAVAUX CNTE VN VN MAHON MAHON-w; SG MAHON~S <S>; CN BN PARKINSON; SG MAHON~S <S>; HAYDN FP.,MC 12 Mar; PA 15 Mar,,Readings and musick: [tickets from Lacy and Mahon]. From 15 Mar [with different programme]. [Subsequently without music: cf MC 2 Apr.],1787-03-17 19:00:00
2961,2962,HSQ ,PROFESSIONAL 87 7TH,CS,,1: PICHL OV; PIELTAIN-dp QT VN VN VA VC CRAMER-w BORGHI BLAKE CERVETTO-j; SG RUBINELLI; CN VN CRAMER-w; SACCHINI SG BILLINGTON~; BACH OV (GRAND MS).  2: ABEL CNTE OB VN VC PARKE CRAMER-w CERVETTO-j (NEW); SACCHINI SG BILLINGTON~; SL VDAG ABEL; SG RUBINELLI; HAYDN SYM. PAISIELLO SG RUBINELLI.,GZ; MC; MH,GZ 21 Mar,[McVeigh-Professional 59.],1787-03-19 20:00:00
2962,2963,DL,DL ORATORIO 87 [8TH],OS,B 10s 6d; P 5s; FG 3s 6d; SG 2s,ARNOLD o ^THE_RESURRECTION^ <SACRED ORATORIO>. LEAD SHAW; V REINHOLD DIGNUM CROUCH~ GEORGE~ MARA~. END PART1: CN VN SHAW. END PART2: CN VC MARA.,MC,MC 22 Mar,[LS.],
2963,2964,PH,HINDMARSH 87,CB,5s,1: VANHAL OV NEW; PLEYEL QT VN VN VA vc <B>; SG BRAHAM <MASTER_ABRAMS>; DT FL VA DECAMP HINDMARSH; SG WILKINSON~; CN HN PIELTAIN-pj. 2: CN OB PATRIA; SG BRAHAM <MASTER_BRAHAMS>; CN VN HINDMARSH; SG WILKINSON~; HAYDN OV 'LA_CHASSE'.,MH 20 Mar,,,1787-03-21 19:30:00
2964,2965,DL,DL ORATORIO 87 [9TH],OS,B 10s 6d; P 5s; FG 3s 6d; SG 2s,(FROM HANDEL) o ^REDEMPTION^ <SACRED ORATORIO>. LEAD SHAW; V REINHOLD DIGNUM CROUCH~ GEORGE~ MARA~.,MC,,[LS.],
2965,2966,TST,TST ORATORIO 87 [5TH],OS,,handel o ^THEODORA^. V BILLINGTON~ WARTON~ MAHON~3 HARWOOD~ HARRISON PARRY-2.,MC 16 Feb,MC 27 Mar,,
2966,2967,HSQ ,PROFESSIONAL 87 8TH,CS,,1: ROSETTI OV; PLEYEL QT VN VN VA VC CRAMER-w BORGHI BLAKE CERVETTO-j; SG BILLINGTON~; CN OB PARKE; PAISIELLO DT 2v RUBINELLI BILLINGTON~; HAYDN SYM.  2: MAZZINGHI-j CNTE OB VN VC PARKE CRAMER-w CERVETTO-j (NEW); SG DAVIES~C <CECILIA>; CN VN RAIMONDI; SG RUBINELLI; BACH OV 2ORCH (MS).,GZ; MC; MH,,[McVeigh-Professional 60.],1787-03-26 20:00:00
2967,2968,DL,DL ORATORIO 87 [10TH],OS,B 10s 6d; P 5s; FG 3s 6d; SG 2s,HANDEL o ^JUDAS_MACCABAEUS^ <ORATORIO>. LEAD SHAW; V REINHOLD DIGNUM GEORGE~ CROUCH~ MARA~. END PART2: SG MARA~ (ITALIAN).,MC,PA 28 Mar (in LS),[LS.],
2968,2969,DL,DL ORATORIO 87 [11TH],OS,B 10s 6d; P 5s; FG 3s 6d; SG 2s,(FROM HANDEL) o ^REDEMPTION <SACRED ORATORIO>. LEAD SHAW; V REINHOLD DIGNUM GEORGE~ MARA~ [CROUCH~ INDISPOSED].,MC,,[LS (with some details).],
2969,2970,TST,TST ORATORIO 87 [6TH],OS,,handel o ^MESSIAH^. V BILLINGTON~ WARTON~ MAHON~3 HARWOOD~ HARRISON PARRY-2.,MC 16 Feb,MC 2 Apr,,
2970,2971,C&A,HOOKE 87,CB,5s,LEAD PIELTAIN-dp; V DIGNUM DIGHTON HOOKE <BRIDGES_HOOKE> MARTYR~. CN VN PIELTAIN-dp; CN HN PIELTAIN-pj; CN VC REINAGLE-j; DT FL FL FORSTER.,MC,,With ball. [None] admitted after the concert.,1787-04-02 19:00:00
2971,2972,C&A,SEDGWICK 87,CB,10s 6d,LEAD CRAMER-w; PRINCIPALS OF PROFESSIONAL_ORCH AND OPERA_ORCH.  1: HAYDN OV (GRAND); SG SEDGWICK; CN PF CRAMER-jb; SG MAHON~3; CN OB PARKE; TR 3v 'THE_FLOCKS'; CN VN CRAMER-w.  2: STAMITZ SYM; SG SEDGWICK; CN BN PARKINSON; SG CROUCH~; CN CL MAHON; SG MAHON~3; FP.,MC; MC 26 Mar,,Patronage of the managers of the Anacreontic Society. In the new room at C&A.,1787-04-11 19:30:00
2972,2973,KT,NEW MUSICAL FUND 87,CB,PB 10s 6d; FG 5s; SG 3s 6d,DIR HAYES-p MILLER-e; LEAD CRAMER-w; PF MAZZINGHI-j. BAND OVER 200; [SOME FROM] OPERA_ORCH PROFESSIONAL_ORCH; BOYS_OF_WA BOYS_OF_STP; [others listed].  1: HANDEL OV from HANDEL ^OCCASIONAL_ORATORIO^; CALLCOTT SG SALE; CN PF CRAMER-jb; SACCHINI SG MAHON~3 'LIETA' + CL MAHON; PIELTAIN-dp QT vn vn va vc PIELTAIN-dp CRAMER-w BLAKE SMITH-2 [BLAKE replaced RAIMONDI]; HANDEL CH 'HE_GAVE'.  2: CN VN CRAMER-w; MAJO-gF SG HARRISON 'A_MORIR' <FRANCESCO_DI_MAJO>;  MAHON CNTE cl bn MAHON PARKINSON; ANFOSSI SG BILLINGTON~; CN FL MONZANI; HANDEL CH 'THE_HORSE'.  3: BACH SYM 2ORCH (GRAND); TARCHI SG RUBINELLI; RAIMONDI TR [?vn va vc] CRAMER-w RAIMONDI ELEY; BORGHI CN VC REINAGLE-j; HANDEL o ^CORONATION_ANTHEM^ ^ZADOK_THE_PRIEST^.,MC; MC 10 Apr; programme (British Museum: Banks collection),MH 13 Apr; WO 13 Apr,[With list of other singers and orchestra.] Subscriber's ticket admits one [anywhere]. [No organ.],1787-04-12 19:30:00
2973,2974,HSQ ,PROFESSIONAL 87 9TH,CS,,1: BACH OV 2ORCH (MS); HAYDN QT VN VN VA VC CRAMER-w BORGHI BLAKE CERVETTO-j; SG RUBINELLI; BACH SXT PF OB HN HN VN VC DANCE PARKE OKELL PIELTAIN-pj CRAMER-w CERVETTO-j; SG BILLINGTON~; CN OB PARKE-Wt <W_PARKE>.  2: BACH CNTE OB VN VA VC PARKE CRAMER-w BLAKE CERVETTO-j; SG BILLINGTON~; CN HN PIELTAIN-pj; SG RUBINELLI; BORGHI SYM (NEW).,GZ; MC; MH,,[McVeigh-Professional 60.],1787-04-16 20:00:00
2974,2975,HSQ,PARKE 87,CB,10s 6d,1: HAYDN OV (NEW); SG HARRISON; SCHROETER TR PF [vn vc?] PARKE~ (NEW); SG PARKE~; CN OB PARKE; ANFOSSI SG BILLINGTON~ 'DOVE_POVERA' from ANFOSSI o ^DIDONE_abbandonata^.  2: CN VN PIELTAIN-dp; SACCHINI SG BILLINGTON~ 'NON_MI_RESTA' + OB PARKE ([SG] FIRST TIME); DT PF VN PARKE~ PIELTAIN-dp (NEW); SG HARRISON; ROSETTI FP.,MC,WO 18 Apr,,1787-04-17 20:00:00
2975,2976,TST,PERSON 87 *,CB,10s 6d,DIR SALOMON <DIR BAND>.,PA 17 Mar,,* For a person of distinction; reduced to distress by the fate of war; in the service of his country.,1787-04-19 12:00:00
2976,2977,FMH,LOCKHART 87,CB,10s 6d (2 persons),SACRED MUSIC SELECTED FROM HANDEL ARNE-ta [items listed]. DIR LOCKHART; LEAD BARTHELEMON; V ARROWSMITH BELLAMY LOCKHART LOCKHART~1 LOCKHART~2; VC PAXTON; DBDR ASHBRIDGE [later DDR]; DBN ASHLEY-j. [includes:] CN HN PIELTAIN-pj; CN FL FLORIO; CN ORG LOCKHART; CN VN BARTHELEMON. END PART1: LOCKHART SN PF LOCKHART~2 <MISS; ORGANIZED_PF> (COMPOSED FOR THE OCCASION).,MC 19 Apr; MC 2 Apr,MC 26 Apr,LOCKHART: annual subscription concert of sacred music.,1787-04-20 19:00:00
2977,2978,HSQ,CRAMER-w 87,CB,10s 6d,1: BACH OV 2ORCH (MS); PLEYEL QT; SG RUBINELLI; CN PF CRAMER-jb; SG BILLINGTON~; CN VN CRAMER-w.  2: CN OB PARKE; SG BILLINGTON~; SL VDAG ABEL; SG RUBINELLI; HAYDN SYM 'LA_CHASSE'.,PA,,,1787-04-20 20:00:00
2978,2979,HSQ ,PROFESSIONAL 87 10TH,CS,,1: ROSETTI OV; HAYDN QT VN VN VA VC CRAMER-w BORGHI BLAKE CROSDILL; SG DAVIES~C <CECILIA>; SL VDAG ABEL; SG BILLINGTON~; CN PF CRAMER-jb.  2: ABEL CNTE OB VN VC PARKE CRAMER-w CROSDILL. BACH o ^AURORA^ <CANTATA> [? = bach o ^cefalo_e_procri^]: V RUBINELLI BENINI~ BILLINGTON~.,MC,,[McVeigh-Professional 60.],1787-04-23 20:00:00
2979,2980,FMH,TREW R&M 87,RM,5s,DIR BARTHELEMON <DIR BAND>. [includes:] ARNE-ta OV; ARNE-ta CH 'HAIL_TO' BOYS_OF_STP from ARNE-ta o ^ELFRIDA^; BATTISHILL SG SEDGWICK 'THUS_WHEN'; ARNE-ta SG ARROWSMITH 'THE_WOODLARK' from ARNE-ta o ^ELIZA^; DT FL FL FORSTER <FOSTER> [BOTH FLUTES]; SG FORSTER~; HANDEL SG BARTHELEMON~m 'SWEET_BIRD'; CN FL SOWERBY; ARNE-ta sg ARROWSMITH 'THE_SCHOOL' <DR; CANTATA>; CNte OB BN FORSTER HOGG; SG SEDGWICK 'DEATH_OF'; BARTHELEMON SG BARTHELEMON~m 'SWEET_FRIENDSHIP'; SACCHINI SG FORSTER~; CN VN BARTHELEMON; HANDEL TR 3v BARTHELEMON~m ARROWSMITH SEDGWICK 'THE_FLOCKS'; FP.,MC,MC 26 Apr,Readings and music.,1787-04-24 19:30:00
2980,2981,FH,FOUNDLING HOSPITAL 87,OB,10s 6d,GIARDINI o ^RUTH^ <ORATORIO>. DIR BURNEY-c <DR_BURNEY>; LEAD CRAMER-w; V TENDUCCI HINDLE [replaced HARRISON] SALE ABRAMS~ ABRAMS~T <T_ABRAMS> MARA~.,MC (two adverts),,[Lent by Lock Hospital. See Simon McVeigh: 'Music and Lock Hospital' Musical Times 129 (1988) 235-40.],1787-04-25 12:00:00
